nom,date_naissance,num_deptmt,num_circo,groupe_sigle,place_en_hemicycle,nb_mandats,mandat
Jean-Luc Warsmann,1965-10-22,08,3,union pour un mouvement populaire,179.0,5,"[2007, 2008, 2009, 2010, 2011, 2012]"
Claude Darciaux,1942-10-18,21,3,parti socialiste,460.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Joël Giraud,1959-10-14,05,2,parti socialiste,620.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
George Pau-Langevin,1948-10-19,75,21,parti socialiste,451.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jacques Myard,1947-08-14,78,5,union pour un mouvement populaire,292.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Jacques Candelier,1945-03-07,59,16,democratie et republique,582.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
François Sauvadet,1953-04-20,21,4,nouveau centre,364.0,5,"[2007, 2008, 2009, 2010, 2011]"
Jeanny Marc,1950-12-02,971,3,parti socialiste,619.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Isabelle Vasseur,1959-04-10,02,5,union pour un mouvement populaire,236.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Havard,1967-03-24,69,1,union pour un mouvement populaire,154.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Cousin,1947-04-08,50,3,union pour un mouvement populaire,175.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Vidalies,1951-03-17,40,1,parti socialiste,354.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Patrick Lemasle,1952-05-18,31,7,parti socialiste,540.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Martine Billard,1952-10-07,75,1,democratie et republique,599.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Didier Migaud,1952-06-06,38,4,parti socialiste,514.0,3,"[2007, 2008, 2009, 2010]"
Gérard Cherpion,1948-03-15,88,2,union pour un mouvement populaire,119.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Thierry Benoit,1966-09-13,35,6,nouveau centre,402.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Piron,1943-03-15,49,4,union pour un mouvement populaire,287.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marc Bernier,1943-04-19,53,2,union pour un mouvement populaire,278.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
François Scellier,1936-05-07,95,6,union pour un mouvement populaire,290.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Blanc,1942-05-17,78,3,nouveau centre,367.0,2,"[2010, 2011, 2012]"
Marie-Odile Bouillé,1950-10-13,44,8,parti socialiste,603.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Bataille,1946-05-13,59,22,parti socialiste,434.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Sauveur Gandolfi-Scheit,1947-01-19,2B,1,union pour un mouvement populaire,244.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Éric Straumann,1964-08-17,68,1,union pour un mouvement populaire,308.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Henri Plagnol,1961-02-11,94,1,union pour un mouvement populaire,338.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Chantal Brunel,1948-09-09,77,8,union pour un mouvement populaire,104.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Camille de Rocca Serra,1954-05-21,2A,2,union pour un mouvement populaire,33.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Lejeune,1946-08-21,76,12,union pour un mouvement populaire,211.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Marc Ayrault,1950-01-25,44,3,parti socialiste,508.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Ferry,1952-02-03,67,6,union pour un mouvement populaire,162.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-François Lamour,1956-02-02,75,13,union pour un mouvement populaire,101.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Chantal Robin-Rodrigo,1948-08-04,65,2,parti socialiste,618.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Sordi,1953-11-09,68,7,union pour un mouvement populaire,301.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Rémi Delatte,1956-06-09,21,2,union pour un mouvement populaire,221.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Édouard Courtial,1973-06-28,60,7,union pour un mouvement populaire,41.0,3,"[2007, 2008, 2009, 2010, 2011]"
Hervé Morin,1961-08-17,27,3,nouveau centre,365.0,4,"[2010, 2011, 2012]"
Guy Lefrand,1963-03-11,27,1,union pour un mouvement populaire,209.0,1,"[2009, 2010, 2011, 2012]"
Alain Cacheux,1947-11-15,59,3,parti socialiste,625.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Patrice Verchère,1973-12-29,69,8,union pour un mouvement populaire,325.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean Tiberi,1935-01-30,75,2,union pour un mouvement populaire,81.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-François Copé,1964-05-05,77,6,union pour un mouvement populaire,99.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Giran,1947-01-09,83,3,union pour un mouvement populaire,102.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Xavier Breton,1962-11-25,01,1,union pour un mouvement populaire,50.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Schosteck,1942-03-16,92,12,union pour un mouvement populaire,257.0,2,"[2008, 2009, 2010, 2011, 2012]"
Françoise Imbert,1947-09-16,31,5,parti socialiste,532.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Laurent Hénart,1968-10-15,54,1,union pour un mouvement populaire,345.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Paul Dupré,1944-02-05,11,3,parti socialiste,455.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Voisin,1944-10-06,01,4,union pour un mouvement populaire,28.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michèle Alliot-Marie,1946-09-10,64,6,union pour un mouvement populaire,85.0,2,"[2011, 2012]"
Louis Cosyns,1952-09-29,18,3,union pour un mouvement populaire,296.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Thierry Lazaro,1960-09-27,59,6,union pour un mouvement populaire,334.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Patria,1945-01-09,60,4,union pour un mouvement populaire,5.0,2,"[2007, 2008, 2009, 2010]"
Alain Marty,1946-03-07,57,4,union pour un mouvement populaire,317.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Frédéric Poisson,1963-01-22,78,10,union pour un mouvement populaire,47.0,2,"[2009, 2010]"
Marie-Noëlle Battistel,1956-08-20,38,4,parti socialiste,640.0,3,"[2010, 2011, 2012]"
Axel Poniatowski,1951-08-03,95,2,union pour un mouvement populaire,285.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-François Mancel,1948-03-01,60,2,union pour un mouvement populaire,169.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Étienne Mourrut,1939-12-04,30,2,union pour un mouvement populaire,15.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Marc Roubaud,1951-06-18,30,3,union pour un mouvement populaire,302.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Paul Chanteguet,1949-12-09,36,3,parti socialiste,461.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Élie Aboud,1959-10-12,34,6,union pour un mouvement populaire,134.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Brochand,1938-06-05,06,8,union pour un mouvement populaire,103.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Pascal Deguilhem,1956-02-09,24,1,parti socialiste,638.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marie-Jo Zimmermann,1951-04-29,57,3,union pour un mouvement populaire,36.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Marie Binetruy,1946-07-17,25,5,union pour un mouvement populaire,1.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Balligand,1950-05-30,02,3,parti socialiste,438.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Georges Colombier,1940-03-08,38,7,union pour un mouvement populaire,347.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Annick Le Loch,1954-11-04,29,7,parti socialiste,485.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Louis Bernard,1938-03-31,45,3,union pour un mouvement populaire,191.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Laurent Fabius,1946-08-20,76,4,parti socialiste,515.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Sébastien Vialatte,1951-01-30,83,7,union pour un mouvement populaire,315.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Martin,1953-11-22,32,1,parti socialiste,517.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Dominique Baert,1959-10-24,59,8,parti socialiste,498.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Francis Vercamer,1958-05-10,59,7,nouveau centre,378.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
André Gerin,1946-01-19,69,14,democratie et republique,576.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Pierre Forgues,1938-06-17,65,1,parti socialiste,474.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Pascale Gruny,1960-02-18,02,2,union pour un mouvement populaire,20.0,3,"[2010, 2011, 2012]"
Marc Francina,1948-02-02,74,5,union pour un mouvement populaire,126.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
François Loos,1953-12-24,67,9,union pour un mouvement populaire,162.0,2,"[2007, 2008, 2009, 2010, 2011]"
Henriette Martinez,1949-07-10,05,1,union pour un mouvement populaire,199.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Dupont,1933-06-19,19,3,union pour un mouvement populaire,114.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Jacob,1959-12-04,77,4,union pour un mouvement populaire,93.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Boënnec,1951-04-21,44,9,union pour un mouvement populaire,279.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Françoise de Panafieu,1948-12-12,75,16,union pour un mouvement populaire,177.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Gérard,1953-08-29,59,9,union pour un mouvement populaire,324.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Debré,1944-09-30,75,15,union pour un mouvement populaire,10.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Gest,1950-12-27,80,6,union pour un mouvement populaire,260.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Patrick Braouezec,1950-12-11,93,2,democratie et republique,585.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Gwendal Rouillard,1976-04-20,56,5,parti socialiste,649.0,1,"[2011, 2012]"
Dominique Dord,1959-09-01,73,1,union pour un mouvement populaire,264.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Bocquet,1946-05-06,59,20,democratie et republique,592.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Claude Sandrier,1945-08-07,18,2,democratie et republique,587.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Christophe Lagarde,1967-10-24,93,5,nouveau centre,368.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Robert Lecou,1950-07-25,34,4,union pour un mouvement populaire,212.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
William Dumas,1942-01-23,30,5,parti socialiste,465.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Patrick Bloche,1956-07-04,75,7,parti socialiste,453.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jacques Le Guen,1958-03-08,29,5,union pour un mouvement populaire,120.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Yves Besselat,1943-12-21,76,7,union pour un mouvement populaire,113.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Laurent Cathala,1945-09-21,94,2,parti socialiste,538.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Hutin,1961-01-18,59,12,parti socialiste,606.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Richard Mallié,1948-10-26,13,10,union pour un mouvement populaire,76.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jacques Valax,1951-08-23,81,1,parti socialiste,527.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Catherine Coutelle,1945-04-02,86,2,parti socialiste,611.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Yves Jego,1961-04-17,77,3,union pour un mouvement populaire,184.0,2,"[2009, 2010, 2011, 2012]"
Jean Bardet,1941-06-22,95,3,union pour un mouvement populaire,256.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michèle Delaunay,1947-01-08,33,2,parti socialiste,383.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Martine Carrillon-Couvreur,1948-03-21,58,1,parti socialiste,423.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Patrick Beaudouin,1953-04-07,94,6,union pour un mouvement populaire,201.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Accoyer,1945-08-12,74,1,union pour un mouvement populaire,77.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean Michel,1949-01-28,63,6,parti socialiste,445.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Yves Cochet,1946-02-15,75,11,democratie et republique,600.0,1,"[2007, 2008, 2009, 2010, 2011]"
Jacques Grosperrin,1955-10-17,25,2,union pour un mouvement populaire,48.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jérôme Cahuzac,1952-06-19,47,3,parti socialiste,514.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Marcon,1949-02-21,43,1,union pour un mouvement populaire,133.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Claude Greff,1954-06-02,37,2,union pour un mouvement populaire,263.0,2,"[2007, 2008, 2009, 2010, 2011]"
François Brottes,1956-03-31,38,5,parti socialiste,519.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Xavier Bertrand,1965-03-21,02,2,union pour un mouvement populaire,88.0,3,"[2009, 2010]"
Marie-Hélène Thoraval,1966-06-03,26,4,union pour un mouvement populaire,23.0,2,"[2010, 2011, 2012]"
Alain Rousset,1951-02-16,33,7,parti socialiste,418.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
François Pupponi,1962-07-31,95,8,parti socialiste,440.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Odile Saugues,1943-01-26,63,1,parti socialiste,530.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Raison,1949-11-05,70,3,union pour un mouvement populaire,2.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Roland Muzeau,1951-11-05,92,1,democratie et republique,584.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Paul Giacobbi,1957-06-04,2B,2,parti socialiste,616.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Daniel Fidelin,1948-05-25,76,9,union pour un mouvement populaire,141.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean Glavany,1949-05-14,65,3,parti socialiste,495.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
David Habib,1961-03-16,64,3,parti socialiste,446.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Gilles Bourdouleix,1960-04-15,49,5,union pour un mouvement populaire,306.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Vigier,1958-02-03,28,4,nouveau centre,391.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Michel Ferrand,1942-08-31,84,3,union pour un mouvement populaire,105.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Louis Borloo,1951-04-07,59,21,union pour un mouvement populaire,88.0,2,"[2010, 2011, 2012]"
Franck Gilard,1950-11-01,27,5,union pour un mouvement populaire,5.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Max Roustan,1944-09-29,30,4,union pour un mouvement populaire,140.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marie-Line Reynaud,1954-07-17,16,2,parti socialiste,481.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Gérard Hamel,1945-02-20,28,2,union pour un mouvement populaire,251.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Sébastien Huyghe,1969-10-25,59,5,union pour un mouvement populaire,200.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Martine Martinel,1953-09-26,31,4,parti socialiste,571.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Colette Le Moal,1932-03-27,78,3,nouveau centre,403.0,2,"[2008, 2009, 2010]"
Gérard Charasse,1944-03-26,03,4,parti socialiste,614.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christian Kert,1946-07-25,13,11,union pour un mouvement populaire,181.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Claude Gatignol,1938-11-20,50,4,union pour un mouvement populaire,261.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Sophie Delong,1957-07-17,52,1,union pour un mouvement populaire,307.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Dino Cinieri,1955-07-09,42,4,union pour un mouvement populaire,196.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Frédérique Massat,1964-01-14,09,1,parti socialiste,569.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Terrot,1948-12-18,69,12,union pour un mouvement populaire,108.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-René Marsac,1954-04-21,35,4,parti socialiste,484.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Claude Viollet,1951-06-09,16,1,parti socialiste,553.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Louis Idiart,1950-05-03,31,8,parti socialiste,541.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Depierre,1945-06-06,21,1,union pour un mouvement populaire,21.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Martine Lignières-Cassou,1952-02-22,64,1,parti socialiste,410.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Serge Janquin,1943-08-05,62,10,parti socialiste,442.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marie-Hélène Amiable,1960-03-14,92,11,democratie et republique,580.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Sylvia Pinel,1977-09-28,82,2,parti socialiste,628.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
René Rouquet,1946-02-15,94,9,parti socialiste,467.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Alain Moyne-Bressand,1945-07-30,38,6,union pour un mouvement populaire,43.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Pierre Decool,1952-10-19,59,14,union pour un mouvement populaire,35.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Plisson,1951-01-12,33,11,parti socialiste,533.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Francis Hillmeyer,1946-09-09,68,6,nouveau centre,399.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marietta Karamanli,1964-12-18,72,2,parti socialiste,559.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
François Vannson,1962-10-20,88,3,union pour un mouvement populaire,341.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Daniel Vaillant,1949-07-19,75,19,parti socialiste,427.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Arlette Grosskost,1953-07-19,68,5,union pour un mouvement populaire,282.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean Launay,1952-07-24,46,2,parti socialiste,469.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Nauche,1957-07-15,19,2,parti socialiste,352.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Didier Robert,1964-04-26,974,3,union pour un mouvement populaire,242.0,4,"[2007, 2008, 2009, 2010]"
Paul Durieu,1947-07-08,84,4,union pour un mouvement populaire,59.0,1,"[2010, 2011, 2012]"
Sandrine Mazetier,1966-12-16,75,8,parti socialiste,429.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Victorin Lurel,1951-08-20,971,4,parti socialiste,505.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christine Marin,1951-04-09,59,23,union pour un mouvement populaire,151.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Christophe Sirugue,1966-08-14,71,5,parti socialiste,405.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Lefait,1946-05-20,62,8,parti socialiste,513.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Yves Nicolin,1963-03-05,42,5,union pour un mouvement populaire,265.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Chantal Bourragué,1946-03-03,33,1,union pour un mouvement populaire,197.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Vincent Descoeur,1962-12-13,15,1,union pour un mouvement populaire,49.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Reynès,1953-10-18,13,15,union pour un mouvement populaire,12.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Étienne Blanc,1954-08-29,01,3,union pour un mouvement populaire,45.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Gérard Bapt,1946-02-04,31,2,parti socialiste,437.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Martine Pinville,1958-10-23,16,4,parti socialiste,494.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Franck Riester,1974-01-03,77,5,union pour un mouvement populaire,224.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Luc Reitzer,1951-12-29,68,3,union pour un mouvement populaire,166.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Gérard Lorgeoux,1943-08-21,56,3,union pour un mouvement populaire,32.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean-Claude Perez,1964-03-31,11,1,parti socialiste,516.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Georges Siffredi,1956-07-28,92,13,union pour un mouvement populaire,303.0,3,"[2009, 2010]"
Eric Berdoati,1964-05-09,92,7,union pour un mouvement populaire,138.0,4,"[2010, 2011, 2012]"
Jean-Pierre Nicolas,1938-10-21,27,2,union pour un mouvement populaire,281.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Kléber Mesquida,1945-08-03,34,5,parti socialiste,473.0,4,"[2007, 2008, 2009, 2010, 2011, 2012]"
Frédéric Reiss,1949-11-12,67,8,union pour un mouvement populaire,216.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Deflesselles,1953-10-16,13,9,union pour un mouvement populaire,253.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Bernard Lesterlin,1949-09-18,03,2,parti socialiste,487.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Philippe Duron,1947-06-19,14,1,parti socialiste,439.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Jean Ueberschlag,1935-05-29,68,4,union pour un mouvement populaire,167.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Éric Jalton,1961-09-16,971,1,parti socialiste,468.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Henri Nayrou,1944-11-21,09,2,parti socialiste,544.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Geneviève Gaillard,1947-05-13,79,1,parti socialiste,534.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Yannick Favennec,1958-08-12,53,3,union pour un mouvement populaire,339.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Pajon,1949-06-30,93,13,parti socialiste,499.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Simon Renucci,1945-03-29,2A,1,parti socialiste,464.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Danielle Bousquet,1945-05-10,22,1,parti socialiste,441.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
Marie-Anne Montchamp,1957-11-01,94,7,union pour un mouvement populaire,86.0,2,"[2007, 2008, 2009, 2010]"
Daniel Paul,1943-08-16,76,8,democratie et republique,588.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Yanick Paternotte,1951-12-24,95,9,union pour un mouvement populaire,305.0,2,"[2007, 2008, 2009, 2010, 2011, 2012]"
Michel Grall,1961-09-11,56,2,union pour un mouvement populaire,143.0,3,"[2007, 2008, 2009, 2010, 2011, 2012]"
Pascal Clément,1945-05-12,42,6,union pour un mouvement populaire,248.0,1,"[2007, 2008, 2009, 2010, 2011, 2012]"
